client_id,birth_number,district_id,gender,age,age_levels
1447,520621,70,FEMALE,47,MIDDLE AGED
1448,571009,50,FEMALE,42,MIDDLE AGED
1449,490629,41,MALE,50,MIDDLE AGED
1450,690317,61,FEMALE,30,ADULT
1452,400528,72,FEMALE,59,MIDDLE AGED
1453,660329,29,FEMALE,33,ADULT
1454,251003,73,MALE,74,SENIOR
1455,270902,73,FEMALE,72,SENIOR
1456,280424,70,MALE,71,SENIOR
1457,341012,70,FEMALE,65,SENIOR
1458,380408,67,MALE,61,MIDDLE AGED
1459,760908,4,MALE,23,YOUTH
1460,330313,23,FEMALE,66,SENIOR
1461,691221,28,MALE,30,ADULT
1462,410302,49,MALE,58,MIDDLE AGED
1463,360126,70,FEMALE,63,MIDDLE AGED
1464,280401,36,FEMALE,71,SENIOR
1465,310106,36,MALE,68,SENIOR
1466,530822,39,MALE,46,MIDDLE AGED
1467,240930,65,MALE,75,SENIOR
1468,400416,77,FEMALE,59,MIDDLE AGED
1469,660914,54,FEMALE,33,ADULT
1470,420504,1,MALE,57,MIDDLE AGED
1471,380915,1,FEMALE,61,MIDDLE AGED
1472,670910,1,FEMALE,32,ADULT
1473,311206,1,FEMALE,68,SENIOR
1474,711215,45,FEMALE,28,ADULT
1475,320331,19,MALE,67,SENIOR
1476,701130,70,MALE,29,ADULT
1478,690821,4,MALE,30,ADULT
1479,560622,1,MALE,43,MIDDLE AGED
1480,430528,69,MALE,56,MIDDLE AGED
1481,331123,62,FEMALE,66,SENIOR
1482,500328,46,FEMALE,49,MIDDLE AGED
1483,510510,1,FEMALE,48,MIDDLE AGED
1484,520618,1,MALE,47,MIDDLE AGED
1485,780514,7,MALE,21,YOUTH
1486,740913,7,FEMALE,25,ADULT
1487,760827,48,FEMALE,23,YOUTH
1488,610109,31,MALE,38,MIDDLE AGED
1489,280124,6,MALE,71,SENIOR
1490,280420,42,MALE,71,SENIOR
1491,820421,19,MALE,17,YOUTH
1492,680509,9,FEMALE,31,ADULT
1493,221229,1,MALE,77,SENIOR
1494,150322,1,FEMALE,84,SENIOR
1495,310210,1,FEMALE,68,SENIOR
1496,420608,1,FEMALE,57,MIDDLE AGED
1497,480803,53,FEMALE,51,MIDDLE AGED
1498,410209,53,MALE,58,MIDDLE AGED
1499,511129,74,FEMALE,48,MIDDLE AGED
1500,811212,1,MALE,18,YOUTH
1501,460122,68,MALE,53,MIDDLE AGED
1502,730124,68,MALE,26,ADULT
1503,220901,58,MALE,77,SENIOR
1504,180116,58,FEMALE,81,SENIOR
1505,710625,65,FEMALE,28,ADULT
1506,310625,22,MALE,68,SENIOR
1507,291122,22,FEMALE,70,SENIOR
1508,540630,67,FEMALE,45,MIDDLE AGED
1509,420419,62,FEMALE,57,MIDDLE AGED
1510,480130,34,FEMALE,51,MIDDLE AGED
1511,620306,13,FEMALE,37,MIDDLE AGED
1512,420811,5,FEMALE,57,MIDDLE AGED
1513,590821,74,MALE,40,MIDDLE AGED
1514,570802,68,MALE,42,MIDDLE AGED
1516,461017,38,FEMALE,53,MIDDLE AGED
1517,561002,66,MALE,43,MIDDLE AGED
1518,600728,3,FEMALE,39,MIDDLE AGED
1519,590706,3,MALE,40,MIDDLE AGED
1520,561105,72,MALE,43,MIDDLE AGED
1521,791010,5,MALE,20,YOUTH
1522,680514,52,FEMALE,31,ADULT
1523,310830,29,FEMALE,68,SENIOR
1524,620113,30,FEMALE,37,MIDDLE AGED
1525,430309,1,MALE,56,MIDDLE AGED
1526,350315,1,FEMALE,64,MIDDLE AGED
1527,341218,49,MALE,65,SENIOR
1528,640320,57,MALE,35,ADULT
1529,720620,43,FEMALE,27,ADULT
1530,450806,74,FEMALE,54,MIDDLE AGED
1531,600628,52,FEMALE,39,MIDDLE AGED
1532,621030,52,MALE,37,MIDDLE AGED
1533,601222,55,MALE,39,MIDDLE AGED
1534,521222,17,FEMALE,47,MIDDLE AGED
1535,361028,40,MALE,63,MIDDLE AGED
1536,671013,37,FEMALE,32,ADULT
1537,791207,54,MALE,20,YOUTH
1539,231119,32,MALE,76,SENIOR
1540,371107,36,MALE,62,MIDDLE AGED
1541,330306,36,FEMALE,66,SENIOR
1542,191208,31,MALE,80,SENIOR
1543,270602,31,FEMALE,72,SENIOR
1546,300413,28,MALE,69,SENIOR
1547,271220,28,FEMALE,72,SENIOR
1548,230304,70,MALE,76,SENIOR
1549,281114,70,FEMALE,71,SENIOR
1550,461121,8,FEMALE,53,MIDDLE AGED
1554,441215,55,MALE,55,MIDDLE AGED
1555,500914,30,MALE,49,MIDDLE AGED
1556,500402,66,MALE,49,MIDDLE AGED
1557,591214,35,FEMALE,40,MIDDLE AGED
1558,270125,11,FEMALE,72,SENIOR
1559,401020,72,MALE,59,MIDDLE AGED
1561,230916,1,FEMALE,76,SENIOR
1562,190814,1,MALE,80,SENIOR
1563,780806,3,MALE,21,YOUTH
1564,470625,40,FEMALE,52,MIDDLE AGED
1565,600519,71,MALE,39,MIDDLE AGED
1566,661020,15,FEMALE,33,ADULT
1567,300419,50,MALE,69,SENIOR
1568,270629,50,FEMALE,72,SENIOR
1569,560717,54,FEMALE,43,MIDDLE AGED
1570,580617,54,MALE,41,MIDDLE AGED
1571,671015,7,FEMALE,32,ADULT
1572,631212,1,FEMALE,36,MIDDLE AGED
1574,790218,18,MALE,20,YOUTH
1575,231006,55,FEMALE,76,SENIOR
1576,190502,55,MALE,80,SENIOR
1577,440419,23,MALE,55,MIDDLE AGED
1578,710815,40,FEMALE,28,ADULT
1579,631013,27,MALE,36,MIDDLE AGED
1580,680618,1,FEMALE,31,ADULT
1581,630415,56,FEMALE,36,MIDDLE AGED
1582,340214,54,MALE,65,SENIOR
1583,720108,1,FEMALE,27,ADULT
1584,620129,1,FEMALE,37,MIDDLE AGED
1585,350720,60,MALE,64,MIDDLE AGED
1586,340112,60,FEMALE,65,SENIOR
1587,280505,23,MALE,71,SENIOR
1588,501029,45,MALE,49,MIDDLE AGED
1589,511127,48,FEMALE,48,MIDDLE AGED
1590,400810,13,FEMALE,59,MIDDLE AGED
1591,530707,42,FEMALE,46,MIDDLE AGED
1592,280411,56,MALE,71,SENIOR
1593,250531,56,FEMALE,74,SENIOR
1594,390929,56,MALE,60,MIDDLE AGED
1595,541216,56,FEMALE,45,MIDDLE AGED
1596,781022,58,FEMALE,21,YOUTH
1597,560510,60,MALE,43,MIDDLE AGED
1598,250425,67,MALE,74,SENIOR
1599,641008,43,MALE,35,ADULT
1600,650615,43,FEMALE,34,ADULT
1601,690329,42,FEMALE,30,ADULT
1602,681230,42,MALE,31,ADULT
1603,680827,26,MALE,31,ADULT
1604,690721,26,FEMALE,30,ADULT
1605,800921,52,FEMALE,19,YOUTH
1606,820902,65,MALE,17,YOUTH
1607,410526,8,FEMALE,58,MIDDLE AGED
1608,411111,53,MALE,58,MIDDLE AGED
1609,440530,53,FEMALE,55,MIDDLE AGED
1610,420423,68,FEMALE,57,MIDDLE AGED
1611,631202,59,FEMALE,36,MIDDLE AGED
1612,590630,59,MALE,40,MIDDLE AGED
1613,610115,50,MALE,38,MIDDLE AGED
1614,380518,21,MALE,61,MIDDLE AGED
1615,520428,74,FEMALE,47,MIDDLE AGED
1616,380523,54,MALE,61,MIDDLE AGED
1617,500430,5,FEMALE,49,MIDDLE AGED
1618,791207,17,FEMALE,20,YOUTH
1619,420127,74,FEMALE,57,MIDDLE AGED
1620,360515,74,MALE,63,MIDDLE AGED
1621,520405,76,FEMALE,47,MIDDLE AGED
1622,501012,52,MALE,49,MIDDLE AGED
1623,630709,36,MALE,36,MIDDLE AGED
1624,650910,9,MALE,34,ADULT
1625,730712,9,FEMALE,26,ADULT
1628,570325,12,FEMALE,42,MIDDLE AGED
1629,660901,28,MALE,33,ADULT
1630,640219,28,FEMALE,35,ADULT
1631,760430,74,MALE,23,YOUTH
1632,430220,8,FEMALE,56,MIDDLE AGED
1633,720828,55,FEMALE,27,ADULT
1634,691110,55,MALE,30,ADULT
1635,300902,75,FEMALE,69,SENIOR
1636,320912,75,MALE,67,SENIOR
1637,431020,21,MALE,56,MIDDLE AGED
1638,540130,40,FEMALE,45,MIDDLE AGED
1639,590501,1,FEMALE,40,MIDDLE AGED
1640,530613,51,FEMALE,46,MIDDLE AGED
1641,230128,31,FEMALE,76,SENIOR
1642,591010,1,FEMALE,40,MIDDLE AGED
1643,760417,39,FEMALE,23,YOUTH
1644,760606,56,MALE,23,YOUTH
1645,610310,39,FEMALE,38,MIDDLE AGED
1646,660317,8,MALE,33,ADULT
1647,780326,71,FEMALE,21,YOUTH
1648,520312,46,MALE,47,MIDDLE AGED
1649,500316,46,FEMALE,49,MIDDLE AGED
1650,530329,1,MALE,46,MIDDLE AGED
1651,660710,11,FEMALE,33,ADULT
1653,440619,42,MALE,55,MIDDLE AGED
1654,631208,60,MALE,36,MIDDLE AGED
1655,720204,74,MALE,27,ADULT
1656,680618,22,FEMALE,31,ADULT
1657,351002,32,MALE,64,MIDDLE AGED
1658,290821,52,FEMALE,70,SENIOR
1659,371215,1,FEMALE,62,MIDDLE AGED
1660,821211,1,FEMALE,17,YOUTH
1661,530416,47,FEMALE,46,MIDDLE AGED
1662,670907,53,MALE,32,ADULT
1663,570429,19,MALE,42,MIDDLE AGED
1664,181110,64,FEMALE,81,SENIOR
1665,120302,64,MALE,87,SENIOR
1666,410831,1,MALE,58,MIDDLE AGED
1667,400813,1,FEMALE,59,MIDDLE AGED
1668,490817,20,FEMALE,50,MIDDLE AGED
1669,521025,47,MALE,47,MIDDLE AGED
1670,610507,53,MALE,38,MIDDLE AGED
1671,310915,57,FEMALE,68,SENIOR
1672,280107,57,MALE,71,SENIOR
1673,720709,48,MALE,27,ADULT
1674,201027,11,FEMALE,79,SENIOR
1675,400215,74,MALE,59,MIDDLE AGED
1676,530203,53,MALE,46,MIDDLE AGED
1677,460907,53,FEMALE,53,MIDDLE AGED
1679,420417,67,FEMALE,57,MIDDLE AGED
1680,750328,29,FEMALE,24,YOUTH
1681,401125,34,MALE,59,MIDDLE AGED
1682,560907,69,MALE,43,MIDDLE AGED
1683,511224,15,FEMALE,48,MIDDLE AGED
1684,461025,15,MALE,53,MIDDLE AGED
1685,440421,61,FEMALE,55,MIDDLE AGED
1686,471108,1,FEMALE,52,MIDDLE AGED
1687,470227,1,MALE,52,MIDDLE AGED
1688,230810,32,MALE,76,SENIOR
1689,361204,1,MALE,63,MIDDLE AGED
1690,470817,46,FEMALE,52,MIDDLE AGED
1691,780208,21,FEMALE,21,YOUTH
1692,720207,62,MALE,27,ADULT
1693,800706,45,FEMALE,19,YOUTH
1694,791227,45,MALE,20,YOUTH
1696,230321,1,FEMALE,76,SENIOR
1697,640110,55,FEMALE,35,ADULT
1698,671121,55,MALE,32,ADULT
1699,550311,17,MALE,44,MIDDLE AGED
1700,490309,7,MALE,50,MIDDLE AGED
1701,450611,7,FEMALE,54,MIDDLE AGED
1702,730407,53,FEMALE,26,ADULT
1703,180111,50,MALE,81,SENIOR
1704,141003,50,FEMALE,85,SENIOR
1705,460701,19,FEMALE,53,MIDDLE AGED
1706,440719,19,MALE,55,MIDDLE AGED
1707,510218,10,MALE,48,MIDDLE AGED
1709,521213,74,FEMALE,47,MIDDLE AGED
1710,440211,54,MALE,55,MIDDLE AGED
1711,620614,64,FEMALE,37,MIDDLE AGED
1712,640101,64,MALE,35,ADULT
1713,350421,65,MALE,64,MIDDLE AGED
1714,450522,58,MALE,54,MIDDLE AGED
1717,790307,73,FEMALE,20,YOUTH
1718,380727,75,MALE,61,MIDDLE AGED
1719,700809,35,MALE,29,ADULT
1720,340224,33,FEMALE,65,SENIOR
1721,340702,33,MALE,65,SENIOR
1722,331001,68,MALE,66,SENIOR
1723,810228,71,FEMALE,18,YOUTH
1724,341021,68,FEMALE,65,SENIOR
1725,590118,76,FEMALE,40,MIDDLE AGED
1726,520603,76,MALE,47,MIDDLE AGED
1727,510121,32,MALE,48,MIDDLE AGED
1728,460818,32,FEMALE,53,MIDDLE AGED
1729,470516,76,MALE,52,MIDDLE AGED
1730,321215,40,MALE,67,SENIOR
1731,681130,17,FEMALE,31,ADULT
1733,740720,57,FEMALE,25,ADULT
1734,751110,26,MALE,24,YOUTH
1735,760531,26,FEMALE,23,YOUTH
1736,790417,41,FEMALE,20,YOUTH
1737,550730,27,MALE,44,MIDDLE AGED
1738,630125,27,FEMALE,36,MIDDLE AGED
1741,320702,70,MALE,67,SENIOR
1742,540606,1,MALE,45,MIDDLE AGED
1743,590727,3,MALE,40,MIDDLE AGED
1744,691228,50,FEMALE,30,ADULT
1745,591018,23,FEMALE,40,MIDDLE AGED
1746,590910,11,FEMALE,40,MIDDLE AGED
1747,560220,11,MALE,43,MIDDLE AGED
1748,761231,64,MALE,23,YOUTH
1749,281117,50,FEMALE,71,SENIOR
1750,641231,23,MALE,35,ADULT
1751,590124,54,MALE,40,MIDDLE AGED
1752,781123,70,MALE,21,YOUTH
1753,790226,60,FEMALE,20,YOUTH
1754,790529,57,MALE,20,YOUTH
1755,650818,65,FEMALE,34,ADULT
1756,360708,1,MALE,63,MIDDLE AGED
1757,370930,1,FEMALE,62,MIDDLE AGED
1758,471113,35,MALE,52,MIDDLE AGED
1759,230116,63,FEMALE,76,SENIOR
1760,230307,77,MALE,76,SENIOR
1761,480423,45,MALE,51,MIDDLE AGED
1762,561230,61,MALE,43,MIDDLE AGED
1763,671207,46,MALE,32,ADULT
1764,710709,66,MALE,28,ADULT
1765,750803,9,MALE,24,YOUTH
1768,510427,29,MALE,48,MIDDLE AGED
1769,490805,12,MALE,50,MIDDLE AGED
1770,511015,12,FEMALE,48,MIDDLE AGED
1771,271020,54,FEMALE,72,SENIOR
1772,790921,73,FEMALE,20,YOUTH
1774,711005,32,FEMALE,28,ADULT
1775,431208,73,MALE,56,MIDDLE AGED
1776,541024,30,FEMALE,45,MIDDLE AGED
1777,630108,69,FEMALE,36,MIDDLE AGED
1778,680902,69,MALE,31,ADULT
1779,351126,37,MALE,64,MIDDLE AGED
1780,541209,54,FEMALE,45,MIDDLE AGED
1781,240816,67,MALE,75,SENIOR
1782,481224,19,MALE,51,MIDDLE AGED
1783,461005,1,FEMALE,53,MIDDLE AGED
1784,801102,2,FEMALE,19,YOUTH
1785,751125,39,MALE,24,YOUTH
1786,340625,63,FEMALE,65,SENIOR
1787,311128,63,MALE,68,SENIOR
1788,500323,1,MALE,49,MIDDLE AGED
1789,330807,61,FEMALE,66,SENIOR
1790,530528,1,MALE,46,MIDDLE AGED
1791,660512,5,FEMALE,33,ADULT
1792,750901,54,MALE,24,YOUTH
1793,450317,41,FEMALE,54,MIDDLE AGED
1794,400330,54,FEMALE,59,MIDDLE AGED
1795,600228,38,FEMALE,39,MIDDLE AGED
1796,381123,10,MALE,61,MIDDLE AGED
1797,411104,10,FEMALE,58,MIDDLE AGED
1798,330708,70,MALE,66,SENIOR
1799,590626,36,MALE,40,MIDDLE AGED
1800,430928,63,FEMALE,56,MIDDLE AGED
1801,700101,66,MALE,29,ADULT
1802,641016,66,FEMALE,35,ADULT
1803,460512,25,FEMALE,53,MIDDLE AGED
1806,520103,5,MALE,47,MIDDLE AGED
1807,350630,47,MALE,64,MIDDLE AGED
1808,330626,47,FEMALE,66,SENIOR
1809,310512,24,MALE,68,SENIOR
1810,190630,41,MALE,80,SENIOR
1811,390329,1,MALE,60,MIDDLE AGED
1812,470517,36,FEMALE,52,MIDDLE AGED
1813,490928,36,MALE,50,MIDDLE AGED
1814,400312,57,MALE,59,MIDDLE AGED
1815,770224,16,FEMALE,22,YOUTH
1816,510724,62,MALE,48,MIDDLE AGED
1817,531206,47,FEMALE,46,MIDDLE AGED
1818,561002,47,MALE,43,MIDDLE AGED
1819,790420,43,FEMALE,20,YOUTH
1820,281120,50,FEMALE,71,SENIOR
1821,410424,1,MALE,58,MIDDLE AGED
1822,220913,71,FEMALE,77,SENIOR
1823,780807,1,FEMALE,21,YOUTH
1824,600803,69,MALE,39,MIDDLE AGED
1825,740424,51,FEMALE,25,ADULT
1826,370912,13,MALE,62,MIDDLE AGED
1827,410816,13,FEMALE,58,MIDDLE AGED
1828,621114,69,MALE,37,MIDDLE AGED
1829,420816,51,FEMALE,57,MIDDLE AGED
1830,520203,33,MALE,47,MIDDLE AGED
1831,761009,51,MALE,23,YOUTH
1832,660731,1,FEMALE,33,ADULT
1833,661115,30,MALE,33,ADULT
1834,270219,7,MALE,72,SENIOR
1835,280311,7,FEMALE,71,SENIOR
1836,440307,36,FEMALE,55,MIDDLE AGED
1837,570113,67,MALE,42,MIDDLE AGED
1838,591127,67,FEMALE,40,MIDDLE AGED
1839,361218,5,FEMALE,63,MIDDLE AGED
1840,351028,5,MALE,64,MIDDLE AGED
1841,530323,67,FEMALE,46,MIDDLE AGED
1842,430913,9,MALE,56,MIDDLE AGED
1843,390125,48,FEMALE,60,MIDDLE AGED
1844,220203,74,FEMALE,77,SENIOR
1845,181114,74,MALE,81,SENIOR
1846,801212,48,MALE,19,YOUTH
1847,790130,52,FEMALE,20,YOUTH
1848,240702,6,FEMALE,75,SENIOR
1849,220924,57,FEMALE,77,SENIOR
1850,420705,52,FEMALE,57,MIDDLE AGED
1851,750912,31,FEMALE,24,YOUTH
1852,620905,50,MALE,37,MIDDLE AGED
1853,650818,1,MALE,34,ADULT
1854,320527,70,FEMALE,67,SENIOR
1856,680822,54,FEMALE,31,ADULT
1857,640316,54,MALE,35,ADULT
1860,641031,1,FEMALE,35,ADULT
1861,570715,29,MALE,42,MIDDLE AGED
1862,771009,50,FEMALE,22,YOUTH
1863,520216,54,MALE,47,MIDDLE AGED
1864,480314,22,MALE,51,MIDDLE AGED
1865,490609,22,FEMALE,50,MIDDLE AGED
1866,420611,64,FEMALE,57,MIDDLE AGED
1867,440924,1,FEMALE,55,MIDDLE AGED
1868,800216,60,MALE,19,YOUTH
1869,330214,1,FEMALE,66,SENIOR
1870,350429,1,MALE,64,MIDDLE AGED
1871,800220,1,FEMALE,19,YOUTH
1872,630124,52,FEMALE,36,MIDDLE AGED
1873,681026,52,MALE,31,ADULT
1874,461020,1,MALE,53,MIDDLE AGED
1875,761019,15,MALE,23,YOUTH
1876,510701,1,MALE,48,MIDDLE AGED
1877,570821,47,FEMALE,42,MIDDLE AGED
1878,630902,47,MALE,36,MIDDLE AGED
1879,440402,21,FEMALE,55,MIDDLE AGED
1880,740808,1,MALE,25,ADULT
1881,340124,72,MALE,65,SENIOR
1882,320524,72,FEMALE,67,SENIOR
1883,611027,18,FEMALE,38,MIDDLE AGED
1884,760126,59,FEMALE,23,YOUTH
1885,700107,47,FEMALE,29,ADULT
1886,200407,34,MALE,79,SENIOR
1887,260715,54,MALE,73,SENIOR
1888,180924,66,FEMALE,81,SENIOR
1889,570728,32,FEMALE,42,MIDDLE AGED
1890,550814,14,FEMALE,44,MIDDLE AGED
1891,590304,62,FEMALE,40,MIDDLE AGED
1892,280326,66,MALE,71,SENIOR
1893,340211,66,FEMALE,65,SENIOR
1894,471105,1,FEMALE,52,MIDDLE AGED
1895,651103,47,FEMALE,34,ADULT
1896,820208,48,MALE,17,YOUTH
1897,690307,36,FEMALE,30,ADULT
1898,610801,73,MALE,38,MIDDLE AGED
1899,410703,10,MALE,58,MIDDLE AGED
1900,651122,23,MALE,34,ADULT
1901,621107,23,FEMALE,37,MIDDLE AGED
1903,390830,1,FEMALE,60,MIDDLE AGED
1904,410222,66,MALE,58,MIDDLE AGED
1905,490518,72,FEMALE,50,MIDDLE AGED
1906,220707,63,MALE,77,SENIOR
1907,280908,75,FEMALE,71,SENIOR
1908,200117,33,MALE,79,SENIOR
1909,440316,35,FEMALE,55,MIDDLE AGED
1910,461108,67,MALE,53,MIDDLE AGED
1911,380421,48,FEMALE,61,MIDDLE AGED
1912,720226,57,MALE,27,ADULT
1913,680415,69,MALE,31,ADULT
1914,420620,39,FEMALE,57,MIDDLE AGED
1915,390909,39,MALE,60,MIDDLE AGED
1916,260719,28,MALE,73,SENIOR
1917,690313,69,FEMALE,30,ADULT
1919,490504,30,MALE,50,MIDDLE AGED
1920,750807,42,MALE,24,YOUTH
1921,461026,1,FEMALE,53,MIDDLE AGED
1922,490403,1,MALE,50,MIDDLE AGED
1923,580507,1,FEMALE,41,MIDDLE AGED
1924,380529,67,MALE,61,MIDDLE AGED
1925,380623,37,MALE,61,MIDDLE AGED
1926,350208,37,FEMALE,64,MIDDLE AGED
1927,520426,77,MALE,47,MIDDLE AGED
1928,520814,77,FEMALE,47,MIDDLE AGED
1929,550815,65,FEMALE,44,MIDDLE AGED
1930,340221,38,FEMALE,65,SENIOR
1931,421114,16,FEMALE,57,MIDDLE AGED
1932,400121,15,FEMALE,59,MIDDLE AGED
1934,331121,70,FEMALE,66,SENIOR
1935,290512,68,FEMALE,70,SENIOR
1936,551016,15,FEMALE,44,MIDDLE AGED
1937,600327,15,MALE,39,MIDDLE AGED
1938,390930,57,FEMALE,60,MIDDLE AGED
1939,250814,1,MALE,74,SENIOR
1940,230122,1,FEMALE,76,SENIOR
1941,210712,10,FEMALE,78,SENIOR
1942,150510,10,MALE,84,SENIOR
1943,260211,39,MALE,73,SENIOR
1944,570122,31,FEMALE,42,MIDDLE AGED
1945,540603,54,MALE,45,MIDDLE AGED
1946,350719,72,MALE,64,MIDDLE AGED
1947,810208,23,MALE,18,YOUTH
1948,390219,71,FEMALE,60,MIDDLE AGED
1949,420623,71,MALE,57,MIDDLE AGED
1950,290706,26,MALE,70,SENIOR
1951,710429,41,MALE,28,ADULT
1952,710309,52,FEMALE,28,ADULT
1953,650922,52,MALE,34,ADULT
1954,520728,69,MALE,47,MIDDLE AGED
1955,711028,66,FEMALE,28,ADULT
1956,250709,1,FEMALE,74,SENIOR
1957,720304,63,MALE,27,ADULT
1958,771121,63,FEMALE,22,YOUTH
1959,201226,1,MALE,79,SENIOR
1960,460823,22,MALE,53,MIDDLE AGED
1961,200604,31,FEMALE,79,SENIOR
1962,501118,6,MALE,49,MIDDLE AGED
1963,450612,38,MALE,54,MIDDLE AGED
1964,310805,17,MALE,68,SENIOR
1965,390810,75,MALE,60,MIDDLE AGED
1966,480701,19,FEMALE,51,MIDDLE AGED
1967,631115,1,FEMALE,36,MIDDLE AGED
1968,600813,1,MALE,39,MIDDLE AGED
1969,260826,53,FEMALE,73,SENIOR
1970,471105,1,FEMALE,52,MIDDLE AGED
1971,690314,3,FEMALE,30,ADULT
1972,460429,1,FEMALE,53,MIDDLE AGED
1973,310913,60,FEMALE,68,SENIOR
1974,180714,10,MALE,81,SENIOR
1975,150927,10,FEMALE,84,SENIOR
1976,181012,72,MALE,81,SENIOR
1977,351025,10,FEMALE,64,MIDDLE AGED
1978,520522,18,FEMALE,47,MIDDLE AGED
1979,260319,51,FEMALE,73,SENIOR
1980,590430,77,MALE,40,MIDDLE AGED
1981,700922,19,FEMALE,29,ADULT
1982,770708,53,MALE,22,YOUTH
1983,820205,53,FEMALE,17,YOUTH
1984,260829,1,MALE,73,SENIOR
1985,371213,6,MALE,62,MIDDLE AGED
1986,420813,6,FEMALE,57,MIDDLE AGED
1988,520504,13,MALE,47,MIDDLE AGED
1989,390113,50,FEMALE,60,MIDDLE AGED
1990,431125,50,MALE,56,MIDDLE AGED
1991,181109,64,MALE,81,SENIOR
1993,750621,1,MALE,24,YOUTH
1994,670706,1,FEMALE,32,ADULT
1995,410410,50,FEMALE,58,MIDDLE AGED
1996,370320,1,MALE,62,MIDDLE AGED
1997,771109,1,FEMALE,22,YOUTH
1998,781215,40,FEMALE,21,YOUTH
1999,820210,74,FEMALE,17,YOUTH
2000,420509,39,FEMALE,57,MIDDLE AGED
2001,770805,34,FEMALE,22,YOUTH
2002,181126,70,FEMALE,81,SENIOR
2003,210615,70,MALE,78,SENIOR
2004,740203,1,FEMALE,25,ADULT
2005,791003,30,MALE,20,YOUTH
2006,620822,41,FEMALE,37,MIDDLE AGED
2007,580913,41,MALE,41,MIDDLE AGED
2008,400607,47,MALE,59,MIDDLE AGED
2009,360116,12,MALE,63,MIDDLE AGED
2010,520812,37,MALE,47,MIDDLE AGED
2011,251118,46,FEMALE,74,SENIOR
2012,230627,46,MALE,76,SENIOR
2013,400710,1,FEMALE,59,MIDDLE AGED
2015,681115,1,FEMALE,31,ADULT
2016,341009,55,MALE,65,SENIOR
2017,310123,55,FEMALE,68,SENIOR
2018,450825,56,FEMALE,54,MIDDLE AGED
2019,320928,73,MALE,67,SENIOR
2020,251220,73,FEMALE,74,SENIOR
2021,191208,67,MALE,80,SENIOR
2022,391112,56,MALE,60,MIDDLE AGED
2023,310902,56,FEMALE,68,SENIOR
2024,340415,62,MALE,65,SENIOR
2025,411231,39,MALE,58,MIDDLE AGED
2026,341203,39,FEMALE,65,SENIOR
2027,300122,12,MALE,69,SENIOR
2028,241017,12,FEMALE,75,SENIOR
2029,230919,5,FEMALE,76,SENIOR
2030,800804,5,FEMALE,19,YOUTH
2031,261215,54,MALE,73,SENIOR
2032,430321,1,MALE,56,MIDDLE AGED
2033,370702,1,FEMALE,62,MIDDLE AGED
2034,260612,13,MALE,73,SENIOR
2035,280727,13,FEMALE,71,SENIOR
2037,480826,69,FEMALE,51,MIDDLE AGED
2038,800329,1,FEMALE,19,YOUTH
2039,690120,68,FEMALE,30,ADULT
2040,440807,59,MALE,55,MIDDLE AGED
2041,560811,68,MALE,43,MIDDLE AGED
2042,820704,49,MALE,17,YOUTH
2043,540915,77,FEMALE,45,MIDDLE AGED
2044,610918,32,FEMALE,38,MIDDLE AGED
2045,560822,28,MALE,43,MIDDLE AGED
2046,520826,28,FEMALE,47,MIDDLE AGED
2047,430725,11,FEMALE,56,MIDDLE AGED
2048,280603,23,FEMALE,71,SENIOR
2049,270220,70,MALE,72,SENIOR
2050,320523,70,FEMALE,67,SENIOR
2051,181207,74,FEMALE,81,SENIOR
2052,140519,74,MALE,85,SENIOR
2053,180207,16,MALE,81,SENIOR
2054,481206,48,MALE,51,MIDDLE AGED
2055,760831,56,FEMALE,23,YOUTH
2056,781209,1,MALE,21,YOUTH
2057,760102,6,FEMALE,23,YOUTH
2058,710302,76,MALE,28,ADULT
2059,720630,43,MALE,27,ADULT
2060,710604,43,FEMALE,28,ADULT
2061,530727,63,MALE,46,MIDDLE AGED
2062,540522,63,FEMALE,45,MIDDLE AGED
2063,500926,68,FEMALE,49,MIDDLE AGED
2064,260730,53,MALE,73,SENIOR
2065,780820,64,MALE,21,YOUTH
2066,721027,1,MALE,27,ADULT
2067,791020,56,MALE,20,YOUTH
2068,300524,72,FEMALE,69,SENIOR
2069,230101,70,FEMALE,76,SENIOR
2070,720723,70,FEMALE,27,ADULT
2071,731219,1,MALE,26,ADULT
2072,440209,75,FEMALE,55,MIDDLE AGED
2073,560208,22,MALE,43,MIDDLE AGED
2074,610916,24,FEMALE,38,MIDDLE AGED
2075,220129,74,MALE,77,SENIOR
2076,570207,63,FEMALE,42,MIDDLE AGED
2077,300301,44,FEMALE,69,SENIOR
2078,780803,10,FEMALE,21,YOUTH
2079,250529,72,FEMALE,74,SENIOR
2080,631226,60,MALE,36,MIDDLE AGED
2081,721106,46,FEMALE,27,ADULT
2082,330204,67,MALE,66,SENIOR
2083,430312,71,MALE,56,MIDDLE AGED
2084,290216,1,FEMALE,70,SENIOR
2085,281128,1,MALE,71,SENIOR
2086,541029,35,FEMALE,45,MIDDLE AGED
2087,770929,68,MALE,22,YOUTH
2088,480826,32,FEMALE,51,MIDDLE AGED
2089,670609,70,FEMALE,32,ADULT
2090,701007,70,MALE,29,ADULT
2091,280117,48,FEMALE,71,SENIOR
2092,450321,72,MALE,54,MIDDLE AGED
2093,700624,48,MALE,29,ADULT
2094,750906,48,FEMALE,24,YOUTH
2095,740430,9,MALE,25,ADULT
2096,740906,74,FEMALE,25,ADULT
